en,bho
A few days later a wolf really did come.,कुछ दिन बाद सही में एगो भेड़ियां आगईल रहे ।
They came. That's what matters.,महत्वपूर्ण विल्ट?
Come on!,आवा!
We will write.,हमहन क लिखेके ।
"Yes, she used to study there at Oxford University.",हऽ. उ उहां आक्सफीर्ड यूनिर्वसिटी में पढ़ल रहली ।
"Show me your photo album, please.",आपन फोटो एल्बम हमके देखा व।
Raka kept reading till three o’clock.,राका तीन बजे तक पढ़ते रहि गइल।
I want to go to the mountain.,हम पहाड़े जायल चाहत हईं।
"Durga hasn't been back; anyway, are you sure she took them?",का तुये कहति हऊ की हम झूठ की ऊहँ लीहँ
He seemed to grant the permission.,ऊ अनुमति ले लेहने बाडनअ ।
I will get a Mysore silk saree for myself.,हम खुदे मैसूर क सारी ले आइ ब।
The teacher impressed on us the value of discipline.,अनुशासन क महत्व गुरूजी हमनहि पर कइ के बतइलें।
